runNum, eventNum, m1_pt, m1_eta, m1_phi, m1_m, m2_pt, m2_eta, m2_phi, m2_m, 4_vector_m1, 4_vector_m2, invariant_mass
160596,5,212.81,0.0831601,-2.96964,0.1,210.922,0.9735,0.214908,0.1,[7.123137908978633e-07 -209.67159168657537 -36.41318085004412 17.717705850933864],[1.0641177616846553e-06 206.06995411612047 44.98070802666401 239.33687130928078],466.32344586443674
160596,7,257.909,0.0865169,-0.649737,0.1,233.299,0.228485,2.48693,0.1,[8.63513612540754e-07 205.35821913317193 -156.02901690215234 22.341334304364697],[7.986034570550519e-07 -185.06522045373075 142.05381930596602 53.77033840898237],491.82617524705785
160599,3,177.068,0.643603,-1.98612,0.1,177.935,-0.745281,1.2492,0.1,[7.172445858059887e-07 -71.44447815239556 -162.01470046119852 121.99367378871747],[7.661352691363086e-07 56.241952646786864 168.81263870775965 -145.2334393203011],443.7860898895251
160599,6,211.113,-0.517716,-1.0015,0.1,205.6,0.257418,2.16787,0.1,[8.006969908407212e-07 113.79824427972078 -177.81636136152656 -114.24488693926355],[7.086558002219099e-07 -115.59343070049579 170.02799410358776 53.51158593328837],448.32702646711965
160601,1,215.687,-0.106271,-2.02182,0.1,220.132,0.698352,1.13796,0.1,[7.235208799815855e-07 -94.01517438510247 -194.11859507615128 -22.964441209382432],[9.207304995544337e-07 92.3337611728557 199.83136383379374 166.53342689058394],471.5257916294509
160601,2,196.382,0.631334,-0.357966,0.1,205.465,-0.461253,2.77346,0.1,[7.900018397319344e-07 183.93362250765625 -68.80634008004652 132.3845611440712],[7.59565723425451e-07 -191.69904655874083 73.94147532656974 -98.16777976666712],463.19327061369864
160601,4,338.631,-0.266825,-2.17178,0.1,255.896,-0.732446,0.856764,0.1,[1.1700001423926933e-06 -191.48027400047096 -279.2960057532233 -91.43118834789766],[1.092960449923328e-06 167.5828169590656 193.38759597260704 -204.643970243593],603.8541571859053
160601,6,201.953,-0.642314,1.61128,0.1,231.788,0.298725,-1.53521,0.1,[8.174479991842849e-07 -8.173566180348056 201.78752940877064 -138.8225666619198],[8.079160760042649e-07 8.246742663794455 -231.64124887298712 70.27527848803402],481.50172934424086
160601,7,236.864,-0.264396,2.8282,0.1,240.309,0.729398,-0.49753,0.1,[8.178704074220569e-07 -225.32709662454928 73.02228442572195 -63.3580951087528],[1.0244375116080993e-06 211.17491363511033 -114.68902010307568 191.24181904913678],535.495760560606
160601,9,251.268,-0.678937,0.896564,0.1,225.635,0.27447,-2.25246,0.1,[1.0388477324427416e-06 156.86606082810445 196.28715389518854 -184.006672431718],[7.811653463714827e-07 -142.16940499958156 -175.21133955045534 62.71054323372852],531.3520598550832
160601,10,255.885,-0.091527,2.48095,0.1,202.883,0.770651,-0.674108,0.1,[8.571181825470037e-07 -202.0462961654429 157.01728386017294 -23.453099605435614],[8.878502029120057e-07 158.50519402787873 -126.63970607666664 172.29442894229032],498.68919818300316
160659,1,240.952,-0.479439,0.165475,0.1,193.371,0.502907,-3.00308,0.1,[8.978857786563987e-07 237.66064970426777 39.68982093869065 -119.99860325206016],[7.283172821026459e-07 -191.51897954208624 -26.698766191679336 101.39901879197011],484.80440617794596
160659,2,266.869,-0.506326,-1.13089,0.1,213.869,-0.402068,1.96442,0.1,[1.006743730367801e-06 113.64742119257521 -241.46081838939713 -140.97065148761976],[7.718341307060918e-07 -82.02677727587617 197.51343491199225 -88.32551522183851],478.329154261438
160659,8,270.641,-0.023511,1.9141,0.1,237.928,-0.617232,-1.21252,0.1,[9.030107843421085e-07 -91.09771186367325 254.84849965068105 -6.363626780469882],[9.496825207172638e-07 83.43195869705674 -222.8201998293077 -156.3608227383837],530.0296404255391
160659,9,255.076,0.459969,1.8644,0.1,219.049,0.671725,-1.28612,0.1,[9.424470988030909e-07 -73.81990212804529 244.16057795189997 121.50821556522556],[9.018053703828648e-07 61.519215032593436 -210.23284848656152 158.45836516307503],475.4018976455235
160659,10,221.423,0.738677,1.85992,0.1,210.169,-0.121537,-1.29708,0.1,[9.494212087414606e-07 -63.13043865620356 212.23263802741394 178.84544626140607],[7.062324558909516e-07 56.8110501721052 -202.34503487692143 -25.606240616586934],471.95956669290496
160659,11,250.733,0.22057,1.84461,0.1,275.934,-0.395638,-1.44259,0.1,[8.567827569670857e-07 -67.79945569664402 241.39235923334195 55.75370499501196],[9.933975243715847e-07 35.2796511267972 -273.6693599443889 -112.04040164184285],549.9012445987727
160659,13,246.501,-0.480803,-1.27656,0.1,244.775,-0.695207,1.88211,0.1,[9.191230205781929e-07 71.4875285388635 -235.90734677920733 -123.13783954276789],[1.021865466366186e-06 -74.97689022675408 233.00915552167746 -184.21188027952246],494.08082705764514
160659,15,230.15,0.888013,-1.60506,0.1,225.907,0.814101,1.17255,0.1,[1.0908096718058274e-06 -7.8842414944978625 -230.01491524693878 232.3160930544865],[1.01735427821136e-06 87.60730034987418 208.2280806577416 204.90986458665182],448.8226359191271
160659,16,236.384,-0.0341013,0.357739,0.1,241.523,-0.20781,-2.75947,0.1,[7.889507339722676e-07 221.41874710292248 82.77157656691126 -8.062564144726837],[8.230924207958874e-07 -224.10320395353097 -90.0617205407608 -50.55292439067593],479.6476460373272
160659,20,220.798,0.300825,2.13619,0.1,202.261,-0.309023,-0.701555,0.1,[7.700801611491482e-07 -118.29214572788227 186.43691979619666 67.42791179482121],[7.071412083967462e-07 154.49494201582505 -130.54051100147743 -63.50285607854016],437.80631322947676
160659,23,239.605,0.384902,-0.000684563,0.1,263.104,-0.389626,3.01226,0.1,[8.591740905185863e-07 239.6049438573758 -0.16402470480394538 94.51853970511677],[9.450826284637724e-07 -260.90660374826234 33.93315394341096 -105.12561918179007],539.3226778546504
160659,26,251.131,0.310942,-0.977517,0.1,208.021,0.451705,2.16228,0.1,[8.785058938452702e-07 140.4030609484485 -208.21565656142732 79.35158121240903],[7.658843717121973e-07 -115.99110639981231 172.68120823398073 97.1922494279981],458.2562321820363
160659,28,244.159,0.358078,-0.539754,0.1,231.382,-0.611498,2.64583,0.1,[8.671999469231369e-07 209.44816820492818 -125.47940913392962 89.30831442224702],[9.206611617712029e-07 -203.52503467989908 110.06902462793919 -150.47383375233485],532.2298151926643
160659,34,325.029,0.371269,0.548168,0.1,207.236,-0.294006,-2.65332,0.1,[1.1597644077827415e-06 277.40596345517713 169.38058413084107 123.46464020914037],[7.21357099645426e-07 -183.01932859208864 -97.2146339688685 -61.81020258305025],547.8294494847185
160659,35,220.665,-0.955468,0.230184,0.1,175.053,0.359024,-3.06948,0.1,[1.0983914518516177e-06 214.84483499138065 50.34619253256804 -244.414616856718],[6.219527570622639e-07 -174.59803885810314 -12.612598301075906 64.20712768195266],480.07894613463907
160659,36,283.066,-0.340506,-0.940902,0.1,228.977,-0.533304,2.3316,0.1,[9.994752230961013e-07 166.7426790046486 -228.7427361783379 -98.25906104049824],[8.749992120423658e-07 -157.88050104389896 165.8439444753031 -127.98571370046604],510.4605912835364
160659,38,265.605,-0.327313,1.36927,0.1,196.187,0.611462,-1.5923,0.1,[9.338464763498673e-07 53.16482500441211 260.2297396671838 -88.49660257168385],[7.806061453487773e-07 -4.218416012692081 -196.14164253249197 127.57716968575568],506.1077742416243
160659,42,282.535,0.050873,-0.835579,0.1,180.67,0.303438,2.41273,0.1,[9.4365517894129e-07 189.50988775144498 -209.5519712850126 14.379603734017993],[6.306082693831783e-07 -134.76760345668467 120.33013736608875 55.667313028273654],454.8353084510101
160659,46,242.494,0.15086,-0.112775,0.1,235.962,0.417752,3.02244,0.1,[8.180949191381014e-07 240.95358997118313 -27.28932970959448 36.721565309848394],[8.567689257769177e-07 -234.2889626745071 28.049018038131152 101.46584338893344],482.6751010926945
160659,48,249.973,-0.361643,-0.714341,0.1,254.989,0.124911,2.42908,0.1,[8.889429625417999e-07 188.86088309565596 -163.76222875049356 -92.38443708130984],[8.571959242710733e-07 -192.95569714814894 166.69579796465123 31.933822680476226],519.952781358641
160659,49,268.253,0.128467,-0.431564,0.1,249.036,0.611337,2.56946,0.1,[9.021896657127052e-07 243.6575939166737 -112.20806092138538 34.556527616198544],[9.908188595033921e-07 -209.3765720318636 134.83464087609622 161.9068712925236],530.8316285104603
160663,2,237.608,-0.874298,1.08297,0.1,224.379,-0.251251,-2.01542,0.1,[1.1152904068780365e-06 111.36850305272564 209.8919202632513 -235.2363293990685],[7.721960452106629e-07 -96.50948559545013 -202.5632119391416 -56.97045918881531],484.2847006590091
160663,5,214.636,-0.506607,-0.696758,0.1,216.913,-0.288632,2.38551,0.1,[8.098048968288212e-07 164.6100830253328 -137.7393664222144 -113.44735124456578],[7.53892428263452e-07 -157.81053838200023 148.81896231523464 -63.48095736253657],433.91985916630614
160663,6,188.208,0.0407261,1.44788,0.1,274.497,0.186503,-1.92318,0.1,[6.283151073990002e-07 23.07562739127665 186.7880260736725 7.667096879343021],[9.315939397693985e-07 -94.73879350267741 -257.6298973618106 51.49181685857516],452.8151936839643
160663,7,267.084,-0.297652,0.21313,0.1,217.452,-0.444829,-2.94868,0.1,[9.306538670780914e-07 261.0408627270796 56.493637187757464 -80.67717603592172],[7.982957433051676e-07 -213.41826320766998 -41.68953385949166 -99.95067109788748],483.26846066098506
160663,12,302.663,0.534908,1.86754,0.1,231.45,0.687006,-1.17899,0.1,[1.157485135155051e-06 -88.5010091246642 289.43473003928904 169.72856628526915],[9.61504955744974e-07 88.38114565657469 -213.91090573514788 171.81404188966803],530.2796953636888
160663,13,221.957,0.448228,0.303806,0.1,214.124,-0.527904,-2.77886,0.1,[8.159956170465007e-07 211.79243981305478 66.3993395075099 102.85227320887454],[8.160969636156857e-07 -200.1910984390546 -75.9777038463571 -118.36079847461222],488.81174333830893
160663,14,246.693,-0.513254,-1.44799,0.1,212.109,-0.268529,1.70052,0.1,[9.336650591338249e-07 30.219368946959985 -244.83509958632877 -132.24892714190955],[7.331820382713585e-07 -27.43845047697481 210.32679172283926 -57.644402411120566],460.92324758833485
160663,17,238.186,-0.243833,-0.564321,0.1,229.85,0.0060419,2.57527,0.1,[8.182386956056254e-07 201.25572588666896 -127.39192829151294 -58.654816310120694],[7.667111393834165e-07 -193.96574725491132 123.32198259776665 1.3887391641816906],471.618616040762
160663,19,213.333,0.41829,-1.80208,0.1,182.376,-0.936315,1.3094,0.1,[7.747686499403555e-07 -48.90172728614773 -207.6525703126047 91.86011185123799],[8.950626681769287e-07 47.13137443025775 176.18069962488755 -196.82886871880797],488.45792654231974
160663,20,274.973,-0.359145,1.59361,0.1,243.689,-0.274055,-1.62614,0.1,[9.770031245553555e-07 -6.272600019099432 274.90144637306 -100.89190352361784],[8.435759587598045e-07 -13.479760676977559 -243.3158950276192 -67.62331769795132],517.7914235055857
160663,22,296.232,-0.16221,1.18747,0.1,240.905,-0.19886,-1.94256,0.1,[1.0011519708843283e-06 110.79297604334607 274.7331692451033 -48.26279392472871],[8.195138402530002e-07 -87.51095503692791 -224.44832762470026 -48.22273848142934],534.3607840438758
160663,26,225.018,0.410187,1.42707,0.1,223.079,0.320915,-1.73667,0.1,[8.146133965700166e-07 32.22977945674564 222.69787075805087 94.9096027257788],[7.827581850578801e-07 -36.83348284392131 -220.0171238394561 72.82452974996544],448.5118610507227
160663,29,258.204,-0.731818,2.49776,0.1,228.905,0.147956,-0.550147,0.1,[1.1023858416834734e-06 -206.51182493244335 154.99087643816932 -206.2821268780408],[7.719175934271973e-07 195.12953569276706 -119.67440547303818 33.99157029292326],533.5476081159217
160663,31,335.569,0.1449,1.65002,0.1,223.495,-0.121356,-1.4881,0.1,[1.1311091349661206e-06 -26.557207870691034 334.516469655999 48.79427829785852],[7.50995475506296e-07 18.46115709168132 -222.73122974526106 -27.189081595553482],552.5752194556161
160663,32,257.615,-0.532521,-1.81616,0.1,230.24,0.299305,1.15023,0.1,[9.840589826866808e-07 -62.57703338445966 -249.89918590863843 -143.7617615564389],[8.026555825894796e-07 94.00181030495882 210.17639558092756 69.94549755896317],528.1096065298447
160663,37,242.215,0.46121,-0.926187,0.1,222.079,0.255993,2.23034,0.1,[8.954069860911734e-07 145.54365233196404 -193.61082482875895 115.71477926333276],[7.65181136255014e-07 -136.0803049101876 175.50280013877378 57.473634120362796],466.2883378383601
160663,40,255.369,0.0750078,-1.16046,0.1,233.522,0.494395,1.96722,0.1,[8.542167231807248e-07 101.87122887655879 -234.16997862275124 19.172633167077755],[8.760979757092582e-07 -90.1679452237781 215.41185236221742 120.21318240784312],499.1683767061086
160663,44,276.82,0.256265,-2.11042,0.1,175.254,0.472002,1.33533,0.1,[9.5385821134914e-07 -142.2337635174214 -237.48446036671587 71.71828191855198],[6.509210565082652e-07 40.886139496364315 170.41798060381961 85.82611834958873],438.02786707812953
160663,45,221.691,0.762835,-2.68477,0.1,274.813,0.384481,0.45588,0.1,[9.652783814328276e-07 -198.95848319020905 -97.78763443120657 185.99923276598508],[9.85270546461432e-07 246.74743480674087 120.98714140475077 108.28290483740524],502.5137942987213
160663,46,222.455,-0.379708,-2.47619,0.1,279.213,-0.340285,0.687115,0.1,[7.961681385131203e-07 -174.99828783810938 -137.33836419125655 -86.51236451571714],[9.857992769177567e-07 215.85376618643082 177.10745606025083 -96.85627582867274],498.514410729237
160663,47,271.291,-0.239777,-0.947231,0.1,243.427,-0.584018,2.17654,0.1,[9.310678580124864e-07 158.4158228823626 -220.2344971649626 -65.67445011399205],[9.54440754503983e-07 -138.6009053059746 200.11619968749218 -150.38627475516142],521.5751912232548
160663,48,225.737,-0.0563709,-2.72588,0.1,250.07,-0.789416,0.416337,0.1,[7.541743324669718e-07 -206.51069830293548 -91.1620790429549 -12.731738249217413],[1.1078346567687022e-06 228.70812980105802 101.13157895980065 -218.56119254845524],507.46117775894584
160663,53,235.963,0.312466,3.09449,0.1,230.992,0.714998,-0.040058,0.1,[8.258252184239676e-07 -235.7012875610803 11.110374028309685 74.9360635975483],[9.759911141457848e-07 230.80669489107075 -9.250603086294689 179.59506772022996],476.41488180970896
160663,56,214.437,0.365354,-1.69583,0.1,234.306,0.0482767,1.34686,0.1,[7.635576933533449e-07 -26.742040229915453 -212.76299079807464 80.1000562741882],[7.82471705105858e-07 52.03218668440252 228.45558252062804 11.315914828816522],453.4074925806598
160663,57,326.521,-0.325176,-1.33621,0.1,219.411,-0.0441996,1.81162,0.1,[1.1472494738234166e-06 75.89675755252667 -317.5777788731652 -108.05788944919888],[7.325914077322577e-07 -52.33009633088082 213.07920578742718 -9.701036380771617],540.6105414545885
160663,58,314.701,0.239731,1.39921,0.1,206.896,-0.681242,-1.76561,0.1,[1.0800388151683608e-06 53.73380951340343 310.07966253235196 76.16830058707656],[8.565624186150357e-07 -40.051700670768305 -202.98230486763907 -152.10400612376623],565.3742602820257
160761,2,284.106,0.155299,-1.49055,0.1,231.05,0.399166,1.78012,0.1,[9.591265684075572e-07 22.774002449746536 -283.19174431543536 44.29894329221471],[8.329186459706504e-07 -48.01181655527494 226.0065662122732 94.6960398607872],515.1717016620205
160761,6,256.418,-0.258135,-2.9098,0.1,234.817,0.421035,0.238558,0.1,[8.839735369277073e-07 -249.56039444713298 -58.905010375955406 -66.9279990324027],[8.537218236605074e-07 228.16691963799394 55.48765873515672 101.81318449495173],519.3269156854776
160761,7,277.181,0.665375,1.3675,0.1,236.208,0.595312,-1.72404,0.1,[1.1369055455137657e-06 55.96252938803367 271.4728385409735 198.34228769775956],[9.316927734354615e-07 -36.055873539417476 -233.43991356944412 149.07160029813042],511.90531470193457
160761,9,228.793,-0.705063,2.75428,0.1,224.033,0.479455,-0.416334,0.1,[9.608524292067644e-07 -211.84571147965954 86.41545797296253 -175.01483297605438],[8.348446231540705e-07 204.89557489472125 -90.60126090492153 111.57662923231362],534.5239790863958
160761,11,266.713,-0.588867,2.52401,0.1,230.496,0.228561,-0.677246,0.1,[1.048419071462795e-06 -217.4459454910107 154.44444036131702 -166.29421666630418],[7.890220074240374e-07 179.6258701990222 -144.44013559687636 53.14228505769515],537.6829879618695
160761,20,228.557,0.187799,0.452247,0.1,228.809,0.637552,-2.6465,0.1,[7.758677779059185e-07 205.57958481248298 99.8766066570501 43.1755247342762],[9.236655428606593e-07 -201.33468900544653 -108.71017194393598 155.96298198237972],468.87681114231606
160761,23,257.389,-0.90563,-1.5421,0.1,221.506,-0.0899826,1.60183,0.1,[1.2353681838374968e-06 7.385105179976744 -257.2830300320654 -266.2949974607659],[7.41857822767567e-07 -6.8730414680384975 221.39934357847275 -19.958594059413453],517.814994219565
160761,24,251.629,-0.471792,-1.14399,0.1,226.705,-0.511647,2.01304,0.1,[9.345035158276425e-07 104.16578565841652 -229.05598167078026 -123.16996554470376],[8.573656363332208e-07 -97.02256667359278 204.89455478628088 -121.12041225569396],477.76487925907776
160761,27,201.514,0.917219,-2.5394,0.1,203.691,-0.444349,0.624647,0.1,[9.753142455388153e-07 -166.06679399996935 -114.14776443965845 211.861026783959],[7.47627439307177e-07 165.22794868660327 119.12073057959809 -93.51790499567977],502.7598504577398
160761,28,285.407,0.655969,-1.67644,0.1,277.716,0.741989,1.45744,0.1,[1.1642899087404458e-06 -30.09539049823501 -283.81582605583986 200.9365054815231],[1.1932799149093437e-06 31.41348923490711 275.9336321474575 225.4974215219432],563.5872103035969
160761,34,265.581,0.35096,2.9198,0.1,255.887,0.241107,-0.228512,0.1,[9.410036228220909e-07 -259.075506121262 58.422167787680955 95.13358327821469],[8.784770907034794e-07 249.23510165038192 -57.96568704262713 62.29564620282813],522.1616631447546
160761,38,272.212,-0.363627,-0.232457,0.1,241.524,0.449955,-2.92305,0.1,[9.686959937636192e-07 264.8903998159586 -62.70924197709303 -101.17944491405069],[8.885771516729066e-07 -235.77921859040404 -52.3641352157989 112.37927769229273],543.8819196181038
160761,39,201.999,0.396787,0.482552,0.1,179.626,-0.858268,-2.71998,0.1,[7.275369818404802e-07 178.9334563841653 93.73587460207541 82.27034552228598],[8.337321949488273e-07 -163.8961829605236 -73.50878237986655 -173.80392685930732],458.3267891142389
160761,44,240.302,0.730019,2.50873,0.1,238.848,-0.47394,-0.864032,0.1,[1.0248040012169515e-06 -193.7645577694305 142.12792602587655 191.42700033116353],[8.878769836777978e-07 155.10229066607704 -181.63602763255906 -117.4852709483677],565.9266119890876
160761,48,206.254,-0.504763,2.00785,0.1,190.55,0.871678,-1.14079,0.1,[7.775110374374902e-07 -87.3015278457258 186.86667908378413 -108.58698045548391],[8.927628063186781e-07 79.43582722383282 -173.20292102982958 187.9461641829647],494.15543560947805
160761,50,209.798,0.817365,0.7312,0.1,212.708,-0.310381,-2.33869,0.1,[9.468855943643771e-07 156.16809724264326 140.0954182249096 191.2236624212565],[7.439690095238356e-07 -147.75155874837768 -153.0168949868762 -67.08566896009242],491.22815377935285
160761,51,238.641,-0.781688,1.98298,0.1,212.306,-0.211087,-1.16437,0.1,[1.05185804460178e-06 -95.60222592386748 218.6543877433101 -206.12912595840032],[7.240127031148005e-07 83.93078226075055 -195.01143921600723 -45.14858819100539],468.6216378978974
160761,52,244.274,0.308987,-0.6247,0.1,227.939,-0.554136,2.47625,0.1,[8.540170515802558e-07 198.14007335437535 -142.86461565805143 76.68424666892881],[8.8007547365225e-07 -179.3208196978864 140.71329483697733 -132.8734071341536],516.4751476867237
160761,55,264.696,0.422759,-1.53686,0.1,211.146,-0.624385,1.77519,0.1,[9.630140122013077e-07 8.981085844726287 -264.543592840669 115.26583297819883],[8.461153673735227e-07 -42.857040860219946 206.75083401211575 -140.5711488009552],537.6151542774425
160761,57,261.885,0.735179,0.849123,0.1,243.064,-0.036162,-2.24895,0.1,[1.1204535760729427e-06 173.01216860339204 196.5974128521315 210.35070560166727],[8.113044794729747e-07 -152.48773163889703 -189.2817999587486 -8.79159618980497],542.4819377351123
160761,59,228.693,-0.412709,-2.7138,0.1,184.692,0.459358,0.441713,0.1,[8.28731781592699e-07 -208.0840359280232 -94.87635237984837 -97.08594544524786],[6.822152780635807e-07 166.9653914634667 78.95373909734312 87.85505482879555],450.72477391189415
160761,61,278.56,0.395694,-2.64173,0.1,134.814,0.272074,0.292868,0.1,[1.0028725870128941e-06 -244.47773857962946 -133.5152011532408 113.12350063263148],[4.6643816981526547e-07 129.07359624400576 38.92070591137039 37.133589479548995],386.24668289330566
160761,62,198.358,-0.976577,-2.03459,0.1,182.978,0.733287,1.07865,0.1,[1.0030463314137053e-06 -88.73430767188084 -177.40382973879676 -226.00448445433878],[7.819303204717707e-07 86.46050424698328 161.26230089316408 146.52741593322816],528.9364867889154
160761,66,252.434,-1.00955,-0.516838,0.1,228.345,-0.787789,2.62357,0.1,[1.308828609136469e-06 219.46257889131584 -124.7361247689416 -300.39429632703803],[1.0105090178723265e-06 -198.38613295210268 113.06803826595134 -199.08038953970146],483.12987883273087
160761,74,246.01,-0.466998,1.07439,0.1,213.995,0.255564,-2.03936,0.1,[9.117204483690385e-07 117.16686404086002 216.3165413712752 -119.10781645210363],[7.372482480264725e-07 -96.64126231466929 -190.93016116692323 55.28668659530862],489.12310744736374
160761,77,306.541,-0.999795,-1.90999,0.1,243.4,-0.241417,1.2372,0.1,[1.5775702091917892e-06 -101.99441073942461 -289.07529271613225 -360.150388086203],[8.356697089143292e-07 79.69967560443743 229.98156819307812 -59.33334885908519],586.0501192291019
160761,88,240.873,-0.00715164,-0.631248,0.1,221.421,0.752328,2.73705,0.1,[8.034864593669039e-07 194.4547559721293 -142.15185545331315 -1.7226516660763878],[9.576449725940325e-07 -203.54845134093236 87.15094490427568 182.74605501634477],492.82775193679635
160761,89,318.725,-0.813003,-0.485817,0.1,225.889,-0.502045,2.64371,0.1,[1.434294773375935e-06 281.8465291869481 -148.822577622721 -288.62850566500504],[8.504535840721089e-07 -198.4651049596371 107.8769782407731 -118.23084288516391],543.1329630553918
160761,95,211.364,-0.333779,0.545307,0.1,205.414,0.707421,-2.58908,0.1,[7.446738464680239e-07 180.70947667080182 109.63040425614115 -71.8661372152182],[8.639069343588034e-07 -174.85014288568283 -107.80695213601156 157.7413719461052],474.49296870311963
160761,104,205.649,-1.01811,0.695782,0.1,187.171,0.270522,-2.26075,0.1,[1.0732828030406135e-06 157.84644223843955 131.81810146435492 -247.4657979128759],[6.473200988261135e-07 -119.13461330653864 -144.36040715272836 51.253719643884246],475.30944678255463
160761,110,224.069,0.1388,-0.891565,0.1,211.107,-0.606634,2.23246,0.1,[7.546249994914509e-07 140.75905660049315 -174.33819072692924 31.200735130958666],[8.377701159970821e-07 -129.71053560682176 166.5573246710916 -136.06522234750315],465.5321405459089
160761,111,179.334,0.587183,-2.03804,0.1,184.712,-0.941989,0.992815,0.1,[7.043149225933013e-07 -80.77689616333703 -160.1117628477604 111.45811687928423],[9.103148539185867e-07 100.91449689757866 154.7087174657866 -200.895231541672],475.2624500983643
160761,115,308.921,-0.202885,-0.563967,0.1,304.704,-0.545773,2.59099,0.1,[1.0517302868233507e-06 261.08187522184113 -165.1315798738902 -63.10630066357417],[1.1715522468943138e-06 -259.6716032454253 159.4214103687157 -174.67892373855943],622.6370925893596
160761,119,247.109,0.47154,3.0313,0.1,238.622,-0.23277,-0.191363,0.1,[9.176154294147166e-07 -245.6075480178288 27.199085235903283 120.88814162464284],[8.176181496855916e-07 234.26617214342681 -45.385234088482214 -56.046983567403416],515.7079046879749
160761,122,203.507,0.298766,-1.25198,0.1,208.021,-0.377587,2.03457,0.1,[7.093487888750567e-07 63.787794941625464 -193.25169149449934 61.70954508409211],[7.439380743435915e-07 -93.05327407051556 186.04790949042535 -80.42578536716931],434.2375751258674
160761,125,240.162,-0.282605,2.24001,0.1,248.27,-0.966375,-0.855496,0.1,[8.332976735140977e-07 -148.98916908555174 188.36139131785174 -68.77802246865113],[1.245877628535699e-06 162.8264300648874 -187.4181063086604 -279.04797157803324],517.0627429012269
160761,129,248.63,1.02692,2.14806,0.1,231.01,0.400916,-0.991617,0.1,[1.3064434289442544e-06 -135.6856089244292 208.3417683298451 302.6254230441223],[8.333284045739927e-07 126.44038732519647 -193.33506808919662 95.11669511604484],502.9877637027814
160761,134,239.523,0.219753,2.69663,0.1,236.624,0.611816,-0.461418,0.1,[8.183320620084982e-07 -216.19986484220556 103.09648864637458 53.06056527814766],[9.416821763215276e-07 211.87835389442594 -105.34932618193815 153.972611523673],485.30034166203916
160761,136,249.37,0.179552,-2.06554,0.1,231.939,-0.169456,1.12331,0.1,[8.452532199137291e-07 -118.40239119925539 -219.46815408687084 45.01585265652705],[7.847999324464339e-07 100.36017521047933 209.10173350004035 -39.49182742581616],488.2031728049309
160761,139,188.682,0.808356,0.0602274,0.1,187.517,-0.769095,-3.08805,0.1,[8.464487727509051e-07 188.33989657355045 11.356957456304723 169.68412335702695],[8.197804767417243e-07 -187.24827586293384 -10.03536124704153 -158.86255204833134],499.40278854243036
160796,2,361.907,-0.410826,2.26832,0.1,186.872,0.246399,-1.03601,0.1,[1.3105064856596137e-06 -232.46072481573717 277.3782400750681 -152.89858325466946],[6.423561017278804e-07 95.24066241548977 -160.7804733375876 46.51240866692167],546.8211487842663
160796,10,301.088,0.642045,2.97362,0.1,270.713,0.265234,-0.181993,0.1,[1.2185324118192064e-06 -296.850406935182 50.3370603672571 206.86972719531434],[9.349507272592515e-07 266.2421567071486 -48.996350485787644 72.64712884786144],581.1440844225649
160796,12,230.534,0.573236,-0.0824459,0.1,158.906,-1.05245,3.12039,0.1,[8.988195234671995e-07 229.7509362871923 -18.9850581025843 139.5076588361643],[8.517275451887534e-07 -158.87028304177224 3.3689764361260566 -199.8703376811456],516.2405511519738
160796,13,219.973,0.245331,2.04573,0.1,211.375,-0.442448,-1.15811,0.1,[7.559432380556904e-07 -100.5891351466765 195.62706003884958 54.509174110455525],[7.752168163344736e-07 84.77650374500998 -193.62937545158874 -96.6037813307585],456.818094893723
160796,20,242.347,0.40653,-3.00064,0.1,225.579,-0.665522,0.110393,0.1,[8.761070360751336e-07 -239.9435504429488 -34.04645370419789 101.25755344197884],[9.253302467882336e-07 224.20587318031056 24.851794149608114 -161.45824407204083],536.3819159159901
160796,24,205.404,0.928498,2.36638,0.1,210.397,-0.519264,-0.6528,0.1,[1.0023296398234502e-06 -146.7143712346675 143.75568332840325 219.32612157065745],[7.985702558466462e-07 167.1364645227485 -127.79788666420127 -114.22788257211819],528.9334179323141
160796,27,236.077,0.640458,2.82163,0.1,207.365,0.166191,-0.331442,0.1,[9.545691543453333e-07 -224.09542305486858 74.25356082276109 161.7480015745233],[7.012693907234827e-07 196.07897118536525 -67.47799851721089 34.62105374468117],455.0045877781302
160796,29,232.513,0.348067,0.903113,0.1,218.321,0.0308008,-2.2681,0.1,[8.230371850218919e-07 143.9647169776322 182.58273586117133 82.57415195542889],[7.285860089075878e-07 -140.1955033353406 -167.35973197143483 6.72552474465226],456.2433935288567
160796,30,200.477,0.658588,0.626556,0.1,226.848,-0.680442,-2.50005,0.1,[8.190621606727259e-07 162.396740031697 117.55137751671577 141.7854227854474],[9.387202051488937e-07 -181.74461478286298 -135.7531218846504 -166.54695407304172],525.7171237329886
160796,32,244.257,0.879448,0.628943,0.1,225.657,-0.251015,-2.52497,0.1,[1.1506689691644733e-06 197.51837000261145 143.69403453348886 243.59229389543395],[7.765491753985398e-07 -184.09914220985377 -130.49363006137906 -57.24000374755168],546.5632898013778
160796,33,241.551,-0.186826,2.04089,0.1,215.869,-0.199585,-1.08534,0.1,[8.198299596314723e-07 -109.41530802721418 215.34896324410255 -45.390989979986244],[7.344507490079258e-07 100.7270683706056 -190.9279520092942 -43.370821944514695],456.69433307884503
160796,34,286.35,0.193597,-2.75572,0.1,217.574,0.903211,0.380844,0.1,[9.731164366954428e-07 -265.294783805087 -107.77291025954615 55.783441956166975],[1.0424582374906993e-06 201.9850944273231 80.87315441594562 224.34570049868685],530.9604035976754
